导出时间,操作人,样品信息,文件名,目录,模式,合格数量,不合格数量,合格率
2021-12-16 15:54:28,于翔,test,test-all_at_once,D:\Classifier V2.0\Results\test-all_at_once.csv,all_at_once,79,81,49.375
