导出时间,操作人,样品信息,文件名,目录,模式,合格数量,不合格数量,合格率
2021-12-31 23:15:35,于翔,7qwe,7qwe-all_at_once,/Users/albertmilagro/PycharmProjects/ClassificationV2/source_code/Results/7qwe-all_at_once.csv,all_at_once,19,141,11.875
